Nominal Family,Genus,species,Gender,Nemaplex Code,cp value,feeding,feeding code,Habit,Functional guild,Basal Wtg,Enrich Wtg,Structure Wtg,Length mm,Length micm,a,Width micm,Weight micg,qCPr (µg/day),qCRs (µg/day),qMFP (µg/day),,,Family,Familymm,Gender,cp value,feeding,feeding code,nFamily,FamavgMass,StderrMass,FamavgqCPr,StderrCPr,FamavgqCRs,StderrCRs,FamavgqMFP,StderrMFP,,Lmax,Lmin,Wmax,Wmin,Wgtmax,Wgtmin,,,max lngth,min lngth,max wdth,min wdth,max wgt,min wgt,,SSQWeight(µg),Stderr,SSQC-Production,Stderr,SSQC-Respiration,Stderr,SSQMet. Ftprnt,Stderr,,,,,,
Anatonchidae,Miconchus,studeri,Female,G662,4,5,p,,p4,,,3.2,1.800,1800.000,31.000,58.065,3.793,0.008,0.032,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,1.8,66.12903226,58.06451613,5.602968913,3.792924037,,14.38627275,,6.24404E-05,,0.001044663,,0.001617904,,,,,,,
Anatonchidae,Miconchus,studeri,Female,G662,4,5,p,,p4,,,3.2,2.050,2050.000,31.000,66.129,5.603,0.012,0.043,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.05,66.12903226,66.12903226,5.602968913,5.602968913,,31.39326064,,0.000136255,,0.001875609,,0.003022927,,,,,,,
Anguinidae,Anguina,agrostis,Female,G006,2,1,h,-ii,h2-ii,,,,2.100,2100.000,19.000,110.526,16.034,0.067,0.095,0.162,,,Anguinidae,Anguinidae,Female,2,1,h,39,9.929612472,3.518835667,0.041373385,0.014661815,0.04908175,0.014098982,0.090455135,0.028697254,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,257.0759203,3.518835667,0.004463124,0.014661815,0.009079481,0.014098982,0.026274117,0.028697254,,,,,,
Anguinidae,Anguina,agrostis,Female,G006,2,1,h,-ii,h2-ii,,,,2.100,2100.000,19.000,110.526,16.034,0.067,0.095,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,257.0759203,,0.004463124,,0.009079481,,0.026274117,,,,,,,
Anguinidae,Anguina,agrostis,Female,G006,2,1,h,-ii,h2-ii,,,,2.800,2800.000,23.000,121.739,25.936,0.108,0.137,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,672.6619759,,0.011678159,,0.018679389,,0.059896734,,,,,,,
Anguinidae,Anguina,brenani,Female,G006,2,1,h,-ii,h2-ii,,,,0.800,800.000,16.000,50.000,1.250,0.005,0.014,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,1.5625,,2.71267E-05,,0.000197642,,0.000371212,,,,,,,
Anguinidae,Anguina,graminis,Female,G006,2,1,h,-ii,h2-ii,,,,2.218,2217.917,22.041,100.628,14.037,0.058,0.086,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,197.0245906,,0.003420566,,0.007437129,,0.02094515,,,,,,,
Anguinidae,Anguina,graminis,Female,G006,2,1,h,-ii,h2-ii,,,,2.300,2300.000,19.000,121.053,21.065,0.088,0.117,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,443.7237217,,0.007703537,,0.013672549,,0.041901873,,,,,,,
Anguinidae,Anguina,millefolii,Female,G006,2,1,h,-ii,h2-ii,,,,1.900,1900.000,25.000,76.000,6.859,0.029,0.050,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,47.045881,,0.000816769,,0.002540424,,0.006238122,,,,,,,
Anguinidae,Anguina,tritici,Female,G006,2,1,h,-ii,h2-ii,,,,3.893,3892.857,20.389,190.931,88.696,0.370,0.344,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,190.9312775,9.795918367,88.69571534,0.028788005,,7866.929919,,0.136578644,,0.118132381,,0.508753231,,,,,,,
Anguinidae,Anguina,tritici,Female,G006,2,1,h,-ii,h2-ii,,,,4.000,4000.000,25.000,160.000,64.000,0.267,0.269,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,184.4444444,9.795918367,88.23873457,0.028788005,,4096,,0.071111111,,0.072407734,,0.287031834,,,,,,,
Anguinidae,Anguina,tritici,Female,G006,2,1,h,-ii,h2-ii,,,,4.150,4150.000,22.500,184.444,88.239,0.368,0.342,0.710,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.42,184.4444444,9.795918367,88.23873457,0.028788005,,7786.074278,,0.135174901,,0.11722059,,0.504151577,,,,,,,
Anguinidae,Anguina,woodi,Female,G006,2,1,h,-ii,h2-ii,,,,2.150,2150.000,16.700,128.743,22.272,0.093,0.122,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.42,128.742515,9.795918367,22.272166,0.028788005,,496.0493782,,0.008611968,,0.014864787,,0.046105504,,,,,,,
Anguinidae,Ditylenchus,angustus,Female,G042,2,1,h,-ii,h2-ii,,,,0.961,961.429,,18.417,0.204,0.001,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.041542843,,7.2123E-07,,1.30133E-05,,1.98617E-05,,,,,,,
Anguinidae,Ditylenchus,brevicauda,Female,G042,2,1,h,-ii,h2-ii,,,,0.500,500.000,38.000,13.158,0.054,0.000,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.002927155,,5.08187E-08,,1.77971E-06,,2.432E-06,,,,,,,
Anguinidae,Ditylenchus,convallariae,Female,G042,2,1,h,-ii,h2-ii,,,,1.150,1150.000,44.000,26.136,0.491,0.002,0.007,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.241066227,,4.18518E-06,,4.86539E-05,,8.13785E-05,,,,,,,
Anguinidae,Ditylenchus,destructor,Female,G042,2,1,h,-ii,h2-ii,,,,1.100,1100.000,33.000,33.333,0.764,0.003,0.010,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.583526235,,1.01307E-05,,9.44192E-05,,0.000166405,,,,,,,
Anguinidae,Ditylenchus,destructor,Female,G042,2,1,h,-ii,h2-ii,,,,1.250,1250.000,32.500,38.462,1.156,0.005,0.013,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,1.335631548,,2.3188E-05,,0.000175703,,0.000326551,,,,,,,
Anguinidae,Ditylenchus,destructor,Female,G042,2,1,h,-ii,h2-ii,,,,1.283,1282.510,,38.325,1.177,0.005,0.013,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,1.386146482,,2.4065E-05,,0.000180664,,0.000336603,,,,,,,
Anguinidae,Ditylenchus,dipsaci,Female,G042,2,1,h,-ii,h2-ii,,,,1.150,1150.000,38.000,30.263,0.658,0.003,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.433323947,,7.52299E-06,,7.55309E-05,,0.000130728,,,,,,,
Anguinidae,Ditylenchus,dipsaci,Female,G042,2,1,h,-ii,h2-ii,,,,1.450,1450.000,38.000,38.158,1.320,0.005,0.015,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,1.741139875,,3.02281E-05,,0.000214358,,0.000405579,,,,,,,
Anguinidae,Ditylenchus,dipsaci,Female,G042,2,1,h,-ii,h2-ii,,,,1.468,1468.250,,25.916,0.616,0.003,0.008,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.379877379,,6.59509E-06,,6.84302E-05,,0.000117513,,,,,,,
Anguinidae,Ditylenchus,dipsacoideus,Female,G042,2,1,h,-ii,h2-ii,,,,0.520,520.000,27.000,19.259,0.121,0.001,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.014531988,,2.52291E-07,,5.91914E-06,,8.61549E-06,,,,,,,
Anguinidae,Ditylenchus,gallaeformans,Female,G042,2,1,h,-ii,h2-ii,,,,0.602,601.500,46.900,12.825,0.062,0.000,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.003823688,,6.63835E-08,,2.17459E-06,,3.00086E-06,,,,,,,
Anguinidae,Ditylenchus,intermedius,Female,G042,2,2,f,,f2,0.8,0.8,,0.950,950.000,50.000,19.000,0.214,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.045943243,,7.97626E-07,,1.4034E-05,,2.15231E-05,,,,,,,
Anguinidae,Ditylenchus,intermedius,Female,G042,2,2,f,,f2,0.8,0.8,,0.950,950.000,50.000,19.000,0.214,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.045943243,,7.97626E-07,,1.4034E-05,,2.15231E-05,,,,,,,
Anguinidae,Ditylenchus,myceliophagus,Female,G042,2,2,f,,f2,0.8,0.8,,0.950,950.000,34.500,27.536,0.450,0.002,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.202686716,,3.51887E-06,,4.27203E-05,,7.07607E-05,,,,,,,
Anguinidae,Ditylenchus,myceliophagus,Female,G042,2,2,f,,f2,0.8,0.8,,1.000,1000.000,27.000,37.037,0.857,0.004,0.011,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.735029853,,1.27609E-05,,0.000112265,,0.000200725,,,,,,,
Anguinidae,Ditylenchus,myceliophagus,Female,G042,2,2,f,,f2,0.8,0.8,,0.979,979.091,,29.173,0.521,0.002,0.007,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.271209012,,4.70849E-06,,5.31488E-05,,8.94959E-05,,,,,,,
Anguinidae,Ficotylus,congestae,Female,G164,2,1,h,-ii,h2-ii,,,,0.768,768.000,36.000,21.333,0.218,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.047721859,,8.28504E-07,,1.44395E-05,,2.21856E-05,,,,,,,
Anguinidae,Ficotylus,laselvae,Female,G164,2,1,h,-ii,h2-ii,,,,0.575,574.500,44.600,12.881,0.060,0.000,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.003549448,,6.16224E-08,,2.05653E-06,,2.83013E-06,,,,,,,
Anguinidae,Litylenchus,coprosma,Female,G162,2,1,h,-ii,h2-ii,,,,0.961,961.000,43.300,22.194,0.296,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.087528357,,1.51959E-06,,2.27576E-05,,3.60385E-05,,,,,,,
Anguinidae,Nothotylenchus,acris,Female,G042,2,1,h,-i,h2-i,,,,0.900,900.000,33.000,27.273,0.418,0.002,0.006,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.175048878,,3.03904E-06,,3.82723E-05,,6.28809E-05,,,,,,,
Anguinidae,Nothotylenchus,acris,Female,G042,2,1,h,-i,h2-i,,,,0.980,980.000,41.500,23.614,0.342,0.001,0.005,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.116660572,,2.02536E-06,,2.82298E-05,,4.53781E-05,,,,,,,
Anguinidae,Nothotylenchus,antricolus,Female,G042,2,1,h,-i,h2-i,,,,0.480,480.000,49.000,9.796,0.029,0.000,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,9.795918367,6.187248635,0.028788005,,0.000828749,,1.4388E-08,,6.90768E-07,,9.04543E-07,,,,,,,
Anguinidae,Nothotylenchus,danubialis,Female,G042,2,1,h,-i,h2-i,,,,0.755,755.000,45.500,16.593,0.130,0.001,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,10.79476861,6.187248635,0.03907297,,0.016880922,,2.93072E-07,,6.62311E-06,,9.70261E-06,,,,,,,
Anguinidae,Pseudhalenchus,minutus,Female,G185,2,1,h,-i,h2-i,,,,0.420,420.000,31.000,13.548,0.048,0.000,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.42,69.49152542,10.79476861,6.187248635,0.03907297,,0.002321716,,4.03076E-08,,1.49579E-06,,2.02719E-06,,,,,,,
Anguinidae,Subanguina,askenasyi,Female,G124,2,1,h,-ii,h2-ii,,,,1.100,1100.000,29.500,37.288,0.956,0.004,0.011,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.5365,69.49152542,10.79476861,6.187248635,0.03907297,,0.913751455,,1.58637E-05,,0.000132171,,0.000239615,,,,,,,
Anguinidae,Subanguina,graminophila,Female,G124,2,1,h,-ii,h2-ii,,,,2.050,2050.000,29.500,69.492,6.187,0.026,0.047,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.5365,69.49152542,10.79476861,6.187248635,0.03907297,,38.28204568,,0.000664619,,0.002176513,,0.005246586,,,,,,,
Anguinidae,Subanguina,radicicola,Female,G124,2,1,h,-ii,h2-ii,,,,1.850,1850.000,27.500,67.273,5.233,0.022,0.041,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.5365,67.27272727,10.79476861,5.232747934,0.03907297,,27.38165094,,0.000475376,,0.001692816,,0.00396232,,,,,,,
Anguinidae,Zeatylenchus,pittosporum,Female,G161,2,1,h,-ii,h2-ii,,,,0.537,536.500,49.700,10.795,0.039,0.000,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5365,0.5365,10.79476861,10.79476861,0.03907297,0.03907297,,0.001526697,,2.65052E-08,,1.09227E-06,,1.45907E-06,,,,,,,
Aphanolaimidae,Anonchus,coomansi,Female,G4421,3,3,b,,b3,,,1.8,0.870,870.000,22.700,38.326,0.799,0.002,0.010,0.012,,,Aphanolaimidae,Aphanolaimidae,Female,3,3,b,27,0.781693021,0.109573217,0.00217137,0.00030437,0.009417316,0.001018896,0.011588685,0.001322026,,1.66,0.5525,54.98891353,16.83544304,2.343429973,0.0994122,,,1.66,0.5525,54.98891353,16.83544304,2.343429973,0.0994122,,0.637928671,0.109573217,4.92229E-06,0.00030437,0.000100947,0.001018896,0.000150452,0.001322026,,,,,,
Aphanolaimidae,Anonchus,maculatus,Female,G4421,3,3,b,,b3,,,1.8,1.105,1105.000,27.900,39.606,1.083,0.003,0.013,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,54.98891353,16.83544304,2.343429973,0.0994122,,1.173591323,,9.05549E-06,,0.00015946,,0.000244516,,,,,,,
Aphanolaimidae,Anonchus,millelacunatus,Female,G4421,3,3,b,,b3,,,1.8,1.255,1255.000,52.050,24.111,0.456,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,54.98891353,16.83544304,2.343429973,0.0994122,,0.207940677,,1.60448E-06,,4.35481E-05,,6.18705E-05,,,,,,,
Aphanolaimidae,Anonchus,mirabilis,Female,G4421,3,3,b,,b3,,,1.8,1.240,1240.000,22.550,54.989,2.343,0.007,0.023,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,54.98891353,16.83544304,2.343429973,0.0994122,,5.49166404,,4.2374E-05,,0.000507333,,0.000842949,,,,,,,
Aphanolaimidae,Anonchus,palaeotropicus,Female,G4421,3,3,b,,b3,,,1.8,0.985,985.000,28.400,34.683,0.741,0.002,0.009,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.0994122,,0.548408348,,4.23155E-06,,9.01245E-05,,0.000133413,,,,,,,
Aphanolaimidae,Anonchus,pulcher,Female,G4421,3,3,b,,b3,,,1.8,1.065,1065.000,28.500,37.368,0.929,0.003,0.011,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.0994122,,0.863929376,,6.66612E-06,,0.000126728,,0.000191525,,,,,,,
Aphanolaimidae,Anonchus,pulcher,Female,G4421,3,3,b,,b3,,,1.8,1.065,1065.000,28.500,37.368,0.929,0.003,0.011,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.0994122,,0.863929376,,6.66612E-06,,0.000126728,,0.000191525,,,,,,,
Aphanolaimidae,Anonchus,venezolanus,Female,G4421,3,3,b,,b3,,,1.8,1.040,1040.000,45.100,23.060,0.346,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.0994122,,0.119468635,,9.21826E-07,,2.87379E-05,,3.99537E-05,,,,,,,
Aphanolaimidae,Anonchus,winiszewskae,Female,G4421,3,3,b,,b3,,,1.8,0.780,780.000,24.700,31.579,0.486,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.0994122,,0.236341418,,1.82362E-06,,4.79369E-05,,6.84601E-05,,,,,,,
Aphanolaimidae,Aphanolaimus,aberrans,Female,G442,3,3,b,,b3,,,1.8,0.558,558.000,33.050,16.884,0.099,0.000,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.0994122,,0.009882786,,7.62561E-08,,4.43276E-06,,5.67182E-06,,,,,,,
Aphanolaimidae,Aphanolaimus,aquaticus,Female,G442,3,3,b,,b3,,,1.8,1.150,1150.000,38.000,30.263,0.658,0.002,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.433323947,,3.34355E-06,,7.55309E-05,,0.000110658,,,,,,,
Aphanolaimidae,Aphanolaimus,aquaticus,Female,G442,3,3,b,,b3,,,1.8,1.175,1175.000,38.000,30.921,0.702,0.002,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.49300673,,3.80406E-06,,8.3206E-05,,0.000122592,,,,,,,
Aphanolaimidae,Aphanolaimus,attentus,Female,G442,3,3,b,,b3,,,1.8,0.650,650.000,24.000,27.083,0.298,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.088796369,,6.85157E-07,,2.30044E-05,,3.16298E-05,,,,,,,
Aphanolaimidae,Aphanolaimus,brasiliensis,Female,G442,3,3,b,,b3,,,1.8,0.592,592.000,30.900,19.159,0.136,0.000,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.018444053,,1.42315E-07,,7.07795E-06,,9.22755E-06,,,,,,,
Aphanolaimidae,Aphanolaimus,deconincki,Female,G442,3,3,b,,b3,,,1.8,0.750,750.000,36.000,20.833,0.203,0.001,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.041392114,,3.19384E-07,,1.29779E-05,,1.73691E-05,,,,,,,
Aphanolaimidae,Aphanolaimus,louisae,Female,G442,3,3,b,,b3,,,1.8,0.713,713.000,27.900,25.556,0.291,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.084699413,,6.53545E-07,,2.22037E-05,,3.04759E-05,,,,,,,
Aphanolaimidae,Aphanolaimus,pseudoattentus,Female,G442,3,3,b,,b3,,,1.8,0.850,850.000,27.000,31.481,0.527,0.001,0.007,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.277216153,,2.13901E-06,,5.40292E-05,,7.76689E-05,,,,,,,
Aphanolaimidae,Aphanolaimus,seshadrii,Female,G442,3,3,b,,b3,,,1.8,0.553,552.500,24.450,22.597,0.176,0.000,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.5525,49.79253112,16.83544304,1.859472117,0.117801484,,0.031091257,,2.39902E-07,,1.04711E-05,,1.38809E-05,,,,,,,
Aphanolaimidae,Aphanolaimus,solitudinis,Female,G442,3,3,b,,b3,,,1.8,0.665,665.000,39.500,16.835,0.118,0.000,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.665,49.79253112,16.83544304,1.859472117,0.117801484,,0.01387719,,1.07077E-07,,5.71796E-06,,7.38998E-06,,,,,,,
Aphanolaimidae,Aphanonchus,africanus,Female,0,3,3,b,,b3,,,1.8,1.140,1140.000,25.050,45.509,1.476,0.004,0.016,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.07,49.79253112,32.42424242,1.859472117,0.703077938,,2.177500292,,1.68017E-05,,0.000253503,,0.000400831,,,,,,,
Aphanolaimidae,Aphanonchus,bayensis,Female,0,3,3,b,,b3,,,1.8,1.660,1660.000,40.100,41.397,1.778,0.005,0.018,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.07,49.79253112,32.42424242,1.859472117,0.703077938,,3.161047868,,2.43908E-05,,0.000335265,,0.000540514,,,,,,,
Aphanolaimidae,Aphanonchus,eurpoaeus,Female,0,3,3,b,,b3,,,1.8,1.200,1200.000,30.450,39.409,1.165,0.003,0.013,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.07,49.79253112,32.42424242,1.859472117,0.703077938,,1.356745292,,1.04687E-05,,0.000177782,,0.000274533,,,,,,,
Aphanolaimidae,Aphanonchus,multipapillatus,Female,0,3,3,b,,b3,,,1.8,1.200,1200.000,24.100,49.793,1.859,0.005,0.019,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.07,49.79253112,32.42424242,1.859472117,0.703077938,,3.457636552,,2.66793E-05,,0.000358591,,0.000580892,,,,,,,
Aphanolaimidae,Aphanonchus,obesus,Female,0,3,3,b,,b3,,,1.8,1.070,1070.000,30.250,35.372,0.837,0.002,0.010,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.07,38.33333333,32.42424242,1.056163194,0.703077938,,0.700101785,,5.40202E-06,,0.00010824,,0.000162003,,,,,,,
Aphanolaimidae,Paraphanolaimus,anisitsi,Female,G441,3,3,b,,b3,,,1.8,1.070,1070.000,33.000,32.424,0.703,0.002,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.07,38.33333333,32.42424242,1.056163194,0.703077938,,0.494318588,,3.81419E-06,,8.3372E-05,,0.000122851,,,,,,,
Aphanolaimidae,Paraphanolaimus,behningi,Female,G441,3,3,b,,b3,,,1.8,1.070,1070.000,29.000,36.897,0.910,0.003,0.011,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.07,38.33333333,36.89655172,1.056163194,0.91040651,,0.828840014,,6.39537E-06,,0.000122848,,0.000185303,,,,,,,
Aphanolaimidae,Paraphanolaimus,behningi,Female,G441,3,3,b,,b3,,,1.8,1.150,1150.000,30.000,38.333,1.056,0.003,0.012,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,38.33333333,38.33333333,1.056163194,1.056163194,,1.115480693,,8.6071E-06,,0.000153501,,0.000234805,,,,,,,
Aphelenchidae,Aphelenchus,avenae,Female,G201,2,2,f,,f2,0.8,0.8,,0.725,725.000,33.000,21.970,0.219,0.001,0.004,0.005,,,Aphelenchidae,Aphelenchidae,Female,2,2,f,11,0.312638241,0.052078758,0.001302659,0.000216995,0.004874684,0.000567339,0.006177344,0.000784098,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,0.047833517,0.052078758,8.30443E-07,0.000216995,1.44649E-05,0.000567339,2.2227E-05,0.000784098,,,,,,
Aphelenchidae,Aphelenchus,avenae,Female,G201,2,2,f,,f2,0.8,0.8,,0.750,750.000,32.000,23.438,0.257,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,0.066302164,,1.15108E-06,,1.84782E-05,,2.88532E-05,,,,,,,
Aphelenchidae,Aphelenchus,avenae,Female,G201,2,2,f,,f2,0.8,0.8,,0.705,705.278,31.881,22.122,0.216,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,0.04653571,,8.07912E-07,,1.41695E-05,,2.17443E-05,,,,,,,
Aphelenchidae,Paraphelenchus,acontioides,Female,G202,2,2,f,,f2,0.8,0.8,,0.800,799.500,30.000,26.650,0.355,0.001,0.005,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,0.125946419,,2.18657E-06,,2.98988E-05,,4.82565E-05,,,,,,,
Aphelenchidae,Paraphelenchus,batavicus,Female,G202,2,2,f,,f2,0.8,0.8,,0.730,730.000,28.000,26.071,0.310,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,0.096175637,,1.66972E-06,,2.44238E-05,,3.88655E-05,,,,,,,
Aphelenchidae,Paraphelenchus,intermedius,Female,G202,2,2,f,,f2,0.8,0.8,,0.973,972.500,26.850,36.220,0.797,0.003,0.010,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725,0.65,36.21973929,21.66666667,0.797370689,0.190711806,,0.635800016,,1.10382E-05,,0.000100694,,0.00017841,,,,,,,
Aphelenchidae,Paraphelenchus,myceliophthorus,Female,G202,2,2,f,,f2,0.8,0.8,,0.750,750.000,28.000,26.786,0.336,0.001,0.005,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.65,27.40186594,21.66666667,0.348047347,0.190711806,,0.113108564,,1.96369E-06,,2.75827E-05,,4.42656E-05,,,,,,,
Aphelenchidae,Paraphelenchus,myceliophthorus,Female,G202,2,2,f,,f2,0.8,0.8,,0.742,741.648,,27.402,0.348,0.001,0.005,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,0.741648352,0.65,27.40186594,21.66666667,0.348047347,0.190711806,,0.121136956,,2.10307E-06,,2.90384E-05,,4.67709E-05,,,,,,,
